   6.7800000e+02	   6.7800000e+02	   6.7800000e+02	   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7840000e+02	   6.7850000e+02	   6.7830000e+02	   6.7820000e+02	
   6.7800000e+02	   6.7800000e+02	   6.7810000e+02	   6.7800000e+02	   6.7810000e+02	   6.7830000e+02	   6.7830000e+02	   6.7850000e+02	   6.7850000e+02	   6.7840000e+02	   6.7820000e+02	
   6.7790000e+02	   6.7800000e+02	   6.7810000e+02	   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7840000e+02	   6.7850000e+02	   6.7860000e+02	   6.7840000e+02	   6.7820000e+02	
   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7810000e+02	   6.7820000e+02	   6.7840000e+02	   6.7840000e+02	   6.7860000e+02	   6.7870000e+02	   6.7850000e+02	   6.7830000e+02	
   6.7800000e+02	   6.7800000e+02	   6.7800000e+02	   6.7800000e+02	   6.7810000e+02	   6.7830000e+02	   6.7830000e+02	   6.7850000e+02	   6.7860000e+02	   6.7830000e+02	   6.7820000e+02	
   6.7790000e+02	   6.7790000e+02	   6.7790000e+02	   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7820000e+02	   6.7840000e+02	   6.7840000e+02	   6.7830000e+02	   6.7820000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7830000e+02	   6.7860000e+02	   6.7850000e+02	   6.7850000e+02	   6.7820000e+02	
   6.7800000e+02	   6.7800000e+02	   6.7810000e+02	   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7840000e+02	   6.7860000e+02	   6.7840000e+02	   6.7820000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7840000e+02	   6.7850000e+02	   6.7860000e+02	   6.7870000e+02	   6.7850000e+02	   6.7830000e+02	
   6.7790000e+02	   6.7790000e+02	   6.7800000e+02	   6.7790000e+02	   6.7810000e+02	   6.7820000e+02	   6.7840000e+02	   6.7860000e+02	   6.7850000e+02	   6.7840000e+02	   6.7830000e+02	
   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7840000e+02	   6.7860000e+02	   6.7860000e+02	   6.7850000e+02	   6.7830000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7840000e+02	   6.7840000e+02	   6.7850000e+02	   6.7860000e+02	   6.7850000e+02	   6.7840000e+02	
   6.7800000e+02	   6.7800000e+02	   6.7800000e+02	   6.7800000e+02	   6.7810000e+02	   6.7830000e+02	   6.7830000e+02	   6.7850000e+02	   6.7860000e+02	   6.7850000e+02	   6.7830000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7840000e+02	   6.7860000e+02	   6.7860000e+02	   6.7850000e+02	   6.7840000e+02	
   6.7800000e+02	   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7840000e+02	   6.7860000e+02	   6.7850000e+02	   6.7850000e+02	   6.7830000e+02	
   6.7810000e+02	   6.7810000e+02	   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7850000e+02	   6.7840000e+02	   6.7870000e+02	   6.7870000e+02	   6.7860000e+02	   6.7840000e+02	
   6.7800000e+02	   6.7820000e+02	   6.7820000e+02	   6.7820000e+02	   6.7830000e+02	   6.7840000e+02	   6.7840000e+02	   6.7860000e+02	   6.7870000e+02	   6.7860000e+02	   6.7850000e+02	
   6.7820000e+02	   6.7820000e+02	   6.7820000e+02	   6.7820000e+02	   6.7830000e+02	   6.7850000e+02	   6.7850000e+02	   6.7870000e+02	   6.7880000e+02	   6.7860000e+02	   6.7830000e+02	
   6.7780000e+02	   6.7790000e+02	   6.7800000e+02	   6.7800000e+02	   6.7810000e+02	   6.7830000e+02	   6.7830000e+02	   6.7860000e+02	   6.7850000e+02	   6.7840000e+02	   6.7830000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7820000e+02	   6.7830000e+02	   6.7840000e+02	   6.7860000e+02	   6.7850000e+02	   6.7870000e+02	   6.7850000e+02	   6.7840000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7840000e+02	   6.7850000e+02	   6.7870000e+02	   6.7870000e+02	   6.7860000e+02	   6.7850000e+02	
   6.7810000e+02	   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7850000e+02	   6.7860000e+02	   6.7870000e+02	   6.7850000e+02	   6.7850000e+02	
   6.7800000e+02	   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7840000e+02	   6.7850000e+02	   6.7870000e+02	   6.7880000e+02	   6.7860000e+02	   6.7850000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7840000e+02	   6.7850000e+02	   6.7860000e+02	   6.7880000e+02	   6.7860000e+02	   6.7850000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7810000e+02	   6.7830000e+02	   6.7840000e+02	   6.7840000e+02	   6.7870000e+02	   6.7870000e+02	   6.7870000e+02	   6.7850000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7810000e+02	   6.7830000e+02	   6.7840000e+02	   6.7850000e+02	   6.7860000e+02	   6.7880000e+02	   6.7860000e+02	   6.7850000e+02	
   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7810000e+02	   6.7830000e+02	   6.7840000e+02	   6.7850000e+02	   6.7870000e+02	   6.7880000e+02	   6.7870000e+02	   6.7850000e+02	
   6.7800000e+02	   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7850000e+02	   6.7840000e+02	   6.7860000e+02	   6.7870000e+02	   6.7860000e+02	   6.7840000e+02	
   6.7800000e+02	   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7830000e+02	   6.7830000e+02	   6.7840000e+02	   6.7860000e+02	   6.7870000e+02	   6.7870000e+02	   6.7850000e+02	
   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7820000e+02	   6.7830000e+02	   6.7840000e+02	   6.7860000e+02	   6.7880000e+02	   6.7890000e+02	   6.7880000e+02	   6.7860000e+02	
   6.7810000e+02	   6.7820000e+02	   6.7820000e+02	   6.7820000e+02	   6.7830000e+02	   6.7840000e+02	   6.7860000e+02	   6.7870000e+02	   6.7880000e+02	   6.7870000e+02	   6.7850000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7810000e+02	   6.7830000e+02	   6.7840000e+02	   6.7850000e+02	   6.7870000e+02	   6.7880000e+02	   6.7860000e+02	   6.7860000e+02	
   6.7790000e+02	   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7840000e+02	   6.7860000e+02	   6.7870000e+02	   6.7860000e+02	   6.7840000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7820000e+02	   6.7830000e+02	   6.7840000e+02	   6.7850000e+02	   6.7870000e+02	   6.7880000e+02	   6.7870000e+02	   6.7860000e+02	
   6.7800000e+02	   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7830000e+02	   6.7840000e+02	   6.7860000e+02	   6.7870000e+02	   6.7880000e+02	   6.7870000e+02	   6.7860000e+02	
   6.7790000e+02	   6.7810000e+02	   6.7820000e+02	   6.7820000e+02	   6.7840000e+02	   6.7840000e+02	   6.7860000e+02	   6.7870000e+02	   6.7880000e+02	   6.7870000e+02	   6.7860000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7820000e+02	   6.7830000e+02	   6.7850000e+02	   6.7860000e+02	   6.7870000e+02	   6.7880000e+02	   6.7870000e+02	   6.7860000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7830000e+02	   6.7850000e+02	   6.7860000e+02	   6.7880000e+02	   6.7890000e+02	   6.7880000e+02	   6.7860000e+02	
   6.7800000e+02	   6.7790000e+02	   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7850000e+02	   6.7860000e+02	   6.7870000e+02	   6.7860000e+02	   6.7860000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7820000e+02	   6.7830000e+02	   6.7840000e+02	   6.7850000e+02	   6.7870000e+02	   6.7880000e+02	   6.7870000e+02	   6.7860000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7850000e+02	   6.7860000e+02	   6.7870000e+02	   6.7880000e+02	   6.7870000e+02	   6.7860000e+02	
   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7820000e+02	   6.7840000e+02	   6.7850000e+02	   6.7860000e+02	   6.7880000e+02	   6.7890000e+02	   6.7880000e+02	   6.7870000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7840000e+02	   6.7850000e+02	   6.7860000e+02	   6.7880000e+02	   6.7890000e+02	   6.7880000e+02	   6.7860000e+02	
   6.7790000e+02	   6.7790000e+02	   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7850000e+02	   6.7860000e+02	   6.7870000e+02	   6.7860000e+02	   6.7850000e+02	
   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7820000e+02	   6.7830000e+02	   6.7850000e+02	   6.7870000e+02	   6.7880000e+02	   6.7890000e+02	   6.7880000e+02	   6.7870000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7850000e+02	   6.7870000e+02	   6.7880000e+02	   6.7890000e+02	   6.7880000e+02	   6.7870000e+02	
   6.7810000e+02	   6.7810000e+02	   6.7810000e+02	   6.7810000e+02	   6.7830000e+02	   6.7850000e+02	   6.7870000e+02	   6.7880000e+02	   6.7890000e+02	   6.7880000e+02	   6.7870000e+02	
   6.7790000e+02	   6.7810000e+02	   6.7820000e+02	   6.7810000e+02	   6.7830000e+02	   6.7840000e+02	   6.7860000e+02	   6.7880000e+02	   6.7890000e+02	   6.7880000e+02	   6.7870000e+02	
   6.7800000e+02	   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7850000e+02	   6.7850000e+02	   6.7870000e+02	   6.7880000e+02	   6.7880000e+02	   6.7870000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7820000e+02	   6.7830000e+02	   6.7840000e+02	   6.7860000e+02	   6.7880000e+02	   6.7890000e+02	   6.7880000e+02	   6.7860000e+02	
   6.7790000e+02	   6.7800000e+02	   6.7800000e+02	   6.7810000e+02	   6.7830000e+02	   6.7840000e+02	   6.7860000e+02	   6.7870000e+02	   6.7880000e+02	   6.7870000e+02	   6.7860000e+02	
   6.7800000e+02	   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7830000e+02	   6.7850000e+02	   6.7860000e+02	   6.7870000e+02	   6.7880000e+02	   6.7880000e+02	   6.7870000e+02	
   6.7800000e+02	   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7840000e+02	   6.7850000e+02	   6.7860000e+02	   6.7870000e+02	   6.7880000e+02	   6.7880000e+02	   6.7860000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7820000e+02	   6.7830000e+02	   6.7840000e+02	   6.7860000e+02	   6.7880000e+02	   6.7890000e+02	   6.7880000e+02	   6.7870000e+02	
   6.7800000e+02	   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7830000e+02	   6.7850000e+02	   6.7860000e+02	   6.7880000e+02	   6.7890000e+02	   6.7880000e+02	   6.7870000e+02	
   6.7790000e+02	   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7840000e+02	   6.7860000e+02	   6.7870000e+02	   6.7880000e+02	   6.7880000e+02	   6.7870000e+02	
   6.7790000e+02	   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7830000e+02	   6.7850000e+02	   6.7860000e+02	   6.7870000e+02	   6.7890000e+02	   6.7880000e+02	   6.7870000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7820000e+02	   6.7840000e+02	   6.7850000e+02	   6.7860000e+02	   6.7880000e+02	   6.7900000e+02	   6.7890000e+02	   6.7880000e+02	
   6.7790000e+02	   6.7790000e+02	   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7850000e+02	   6.7850000e+02	   6.7880000e+02	   6.7880000e+02	   6.7880000e+02	   6.7870000e+02	
   6.7800000e+02	   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7850000e+02	   6.7870000e+02	   6.7880000e+02	   6.7890000e+02	   6.7890000e+02	   6.7870000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7840000e+02	   6.7860000e+02	   6.7860000e+02	   6.7880000e+02	   6.7890000e+02	   6.7880000e+02	   6.7880000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7850000e+02	   6.7860000e+02	   6.7870000e+02	   6.7890000e+02	   6.7900000e+02	   6.7900000e+02	   6.7890000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7850000e+02	   6.7860000e+02	   6.7880000e+02	   6.7890000e+02	   6.7880000e+02	   6.7880000e+02	
   6.7810000e+02	   6.7810000e+02	   6.7820000e+02	   6.7830000e+02	   6.7840000e+02	   6.7860000e+02	   6.7870000e+02	   6.7890000e+02	   6.7900000e+02	   6.7900000e+02	   6.7890000e+02	
   6.7800000e+02	   6.7810000e+02	   6.7820000e+02	   6.7820000e+02	   6.7830000e+02	   6.7850000e+02	   6.7860000e+02	   6.7890000e+02	   6.7900000e+02	   6.7890000e+02	   6.7880000e+02	
